1 1:56.0 2:353.0 3:1739.0 4:0.9020034843205574 5:2607.0 6:2672.0 7:27.571297230569904 8:91.0 9:-14.0 10:1.1615453013904038 11:5.5943092778551575 12:28.0 13:125.23636363636363 14:266.2412553692723 15:4.630727488616639 16:657.0 17:286.4436034869503 18:0.6051273059788415 19:0.5680624123189746 20:0.010954616588419406 21:0.5185185185185185 22:0.0 23:-0.009399331517224056 24:1.5596491228070175 25:0.5224482573728398 26:0.40263078928470974 27:1.8571428571428572 28:0.0 29:0.5704561777603309 32:0.0
1 1:49.0 2:206.0 3:1011.0 4:0.843586075345732 5:2412.0 6:2451.0 7:14.128949582755851 8:56.0 9:0.0 10:1.6420829768601768 11:4.612463842138546 12:0.0 13:131.0625 14:226.38100121866665 15:7.663060737265437 16:1320.0 17:31.796226191169293 18:0.6969140187486889 19:0.44421153726582463 20:0.0 21:0.3111111111111111 22:-0.03739316239316239 23:-0.006619385342789608 24:2.9166666666666665 25:0.8622835158142954 26:0.2051226892340747 27:0.9285714285714286 28:0.0 29:0.29364006844420665 32:0.0
1 1:58.0 2:297.0 3:1277.0 4:0.926605504587156 5:2581.0 6:2646.0 7:12.414620695677492 8:56.0 9:7.0 10:1.4262911616094243 11:4.449873980925226 12:0.0 13:63.10526315789474 14:110.12049961787415 15:3.5576337695320936 16:1278.0 17:-2.147483648E9 18:1.0019739816311029 19:0.8109088072366066 20:0.07236732263084393 21:1.3333333333333333 22:-0.04429934403582274 23:-0.02251725019111586 24:4.537037037037037 25:1.083537141518999 26:0.5109968857231751 27:3.7142857142857144 28:0.016581632653061226 29:0.7321331557849097 32:0.0
1 1:68.0 2:227.0 3:1424.0 4:0.8020833333333334 5:2282.0 6:2516.0 7:16.944251048664885 8:84.0 9:-7.0 10:1.4628965512822494 11:7.0051347711136485 12:12.0 13:137.55223880597015 14:275.2213590406539 15:6.892363799384457 16:1332.0 17:275.70051546267246 18:0.34945479605807134 19:0.3877525745568184 20:0.003837719298245614 21:0.3333333333333333 22:0.0 23:-0.00499235778841042 24:0.6111111111111112 25:0.24740935935823308 26:0.6021297578680576 27:1.8571428571428572 28:0.0 29:0.9228307168866229 32:0.0
1 1:57.0 2:290.0 3:731.0 4:0.8693181818181818 5:2321.0 6:2438.0 7:3.2866811112842584 8:14.0 9:0.0 10:0.41168970693857143 11:5.418073410403318 12:0.0 13:66.0 14:100.99720968242818 15:7.125589712544531 16:885.0 17:186.6351920885484 18:0.17324905210971844 19:0.26539617612648264 20:0.030568991843133334 21:0.10471505716477589 22:0.0 23:-0.0013481102785753223 24:0.8287659817933378 25:0.20558545824985447 26:0.5570979317017372 27:0.0 28:0.0 29:0.7581753965757456 32:0.0
1 1:121.0 2:227.0 3:1704.0 4:0.9808247964276333 5:2516.0 6:2906.0 7:14.814423946368784 8:77.0 9:-7.0 10:2.8352409005588575 11:7.937765633306387 12:6.0 13:95.175 14:238.53078523369197 15:6.730531369653243 16:1818.0 17:210.19465984809196 18:0.6939881951274396 19:0.48584735353447 20:0.25925925925925924 21:0.25925925925925924 22:0.0 23:-2.0991611810139513E-18 24:1.1170212765957448 25:0.3369666059109016 26:0.30042413596706186 27:1.8571428571428572 28:0.0 29:0.40596468969230376 32:0.0
1 1:75.0 2:248.0 3:920.0 4:0.5969230769230769 5:2542.0 6:2568.0 7:3.9326286766022114 8:21.0 9:-7.0 10:-0.02370108768038538 11:2.1224980915972034 12:1.0 13:105.4054054054054 14:305.408907071039 15:11.273797530183238 16:1944.0 17:85.74963556773871 18:0.19912861876052304 19:0.3120076396914784 20:0.0030701754385964912 21:0.14583333333333334 22:0.0 23:-0.0019556596971881768 24:0.4375 25:0.19819226700174963 26:0.24004442702587434 27:0.0 28:0.0 29:0.3460581393749675 32:0.0
1 1:65.0 2:283.0 3:1452.0 4:0.3284015085581665 5:2542.0 6:2997.0 7:34.88017683600688 8:147.0 9:-14.0 10:2.1543236928921967 11:15.352076729896673 12:477.0 13:161.578125 14:324.1722942191169 15:6.7036444136469395 16:1800.0 17:314.7429243565532 18:0.9656128794843988 19:0.4936587498327088 20:0.019444444444444445 21:0.3888888888888889 22:-0.0027092237127069995 23:-0.005864197530864198 24:4.19453048744451 25:1.0077393687772667 26:0.44157964222303303 27:1.8571428571428572 28:0.0 29:0.6002720302626395 32:0.0
0 1:21.0 2:234.0 3:920.0 4:0.9949928469241774 5:2529.0 6:2659.0 7:20.427277944222677 8:70.0 9:7.0 10:0.3781753363389558 11:30.494995275325184 12:0.0 13:629.1 14:1442.5612419727993 15:14.454823463878498 16:3171.0 17:-2.147483648E9 18:0.6062985325816684 19:0.6754109351116936 20:0.2222222222222222 21:0.01204799923315659 22:-0.005015018539354935 23:0.011061801209950817 24:1.714940791530744 25:0.986826070926305 26:1.6184914478737233 27:2.7857142857142856 28:0.09774436090225566 29:2.4841340453150864 32:0.0
0 1:16.0 2:304.0 3:766.0 4:0.9967417865870214 5:2555.0 6:2711.0 7:24.074883177286655 8:70.0 9:7.0 10:0.43951031215273406 11:44.89013042444642 12:0.0 13:736.6 14:1621.2435174449095 15:15.736503979434994 16:10626.0 17:-2.147483648E9 18:1.1781970905840748 19:0.9636670619636803 20:0.19444444444444445 21:0.006769749225233104 22:-0.002022377234727848 23:0.0134053353728008 24:2.511111111111111 25:1.7176327731869554 26:1.9593794201149888 27:1.3 28:0.13265306122448986 29:3.296052173515016 32:0.0
0 1:27.0 2:325.0 3:1333.0 4:0.9978806907378336 5:2412.0 6:2555.0 7:20.310209634186826 8:77.0 9:0.0 10:0.009767529256207807 11:58.0146533213808 12:0.0 13:1470.0 14:2119.3581481193783 15:23.59225605799777 16:3246.0 17:8317.510272527057 18:1.0349597342410988 19:0.8125139137016016 20:1.123456790123457 21:0.08611073383784174 22:0.00514159007655416 23:0.0414938422514246 24:3.995938942764608 25:1.5805182855011883 26:2.3981432027623013 27:2.7857142857142856 28:0.09672619047619051 29:3.579609623787056 32:0.0
0 1:16.0 2:297.0 3:745.0 4:0.9981326693935622 5:2503.0 6:2672.0 7:14.36198686347633 8:56.0 9:7.0 10:0.08740813241269285 11:43.30236989005611 12:0.0 13:2249.2 14:2311.6512094789978 15:46.03473849481838 16:21042.0 17:-2.147483648E9 18:0.8185127950634579 19:0.5348410151847514 20:0.2222222222222222 21:0.03230835803669444 22:9.230152534863596E-4 23:0.013565276013251965 24:2.6581133919843594 25:1.360175286453012 26:2.5728219958543184 27:4.642857142857143 28:-0.3316326530612246 29:3.682851680621652 32:0.0
0 1:18.0 2:269.0 3:808.0 4:0.9919058130978661 5:2542.0 6:2698.0 7:17.866745317356884 8:77.0 9:7.0 10:0.7326736010359888 11:61.05686838080209 12:0.0 13:479.6470588235294 14:1246.4791886136964 15:8.6018456360607 16:7797.0 17:-2.147483648E9 18:0.8759691492475117 19:0.9159740972763593 20:0.21212121212121213 21:0.01807065181831534 22:0.11234567901234566 23:0.012128160018931036 24:1.71556456875509 25:0.8906084166571165 26:5.41441698741067 27:20.428571428571427 28:-0.01934523809523822 29:8.52196359788899 32:0.0
0 1:19.0 2:276.0 3:1053.0 4:0.9968838526912182 5:2464.0 6:2698.0 7:24.74873734152916 8:77.0 9:7.0 10:0.1659343913184434 11:67.83960803469205 12:0.0 13:1176.6666666666667 14:2000.0234998619394 15:16.363864987812196 16:9612.0 17:-2.147483648E9 18:1.2301165644737149 19:1.0027148641103023 20:0.3181818181818182 21:0.009229455639875749 22:0.007070707070707061 23:0.01817366838482017 24:5.162313627666726 25:1.870576324820102 26:3.0805156853166347 27:9.285714285714286 28:0.05462184873949577 29:4.377391051545497 32:0.0
0 1:18.0 2:255.0 3:1025.0 4:0.9935040831477358 5:2490.0 6:2698.0 7:20.1238810430616 8:70.0 9:14.0 10:-0.4273430712502479 11:59.39591736811546 12:0.0 13:950.8235294117648 14:1653.8459055824287 15:14.418215353264408 16:6234.0 17:-2.147483648E9 18:0.6010868912147094 19:0.6226538728559062 20:0.13333333333333333 21:0.061386391722210255 22:0.20276814608260918 23:0.004496683850695198 24:1.356002944919729 25:0.7591559387905181 26:1.2919921911106893 27:1.8571428571428572 28:0.2031249999999999 29:1.9580311933691408 32:0.0
0 1:23.0 2:283.0 3:1137.0 4:0.9971700540262414 5:2503.0 6:2685.0 7:21.7882370265993 8:77.0 9:7.0 10:0.32135257479448376 11:44.493980331212065 12:0.0 13:1060.090909090909 14:1783.3776650232826 15:19.771386666278143 16:20646.0 17:-2.147483648E9 18:0.9030626419863116 19:0.7172732391689661 20:0.10606060606060606 21:0.00853658536585366 22:-0.059968847352024915 23:0.004644000985464384 24:2.8048345767921616 25:1.3790166305250637 26:1.4599023924325816 27:2.3877551020408165 28:4.229421046191072E-17 29:2.204313630486226 32:0.0
0 1:17.0 2:255.0 3:836.0 4:0.9946513849092645 5:2477.0 6:2685.0 7:20.7997395817031 8:77.0 9:7.0 10:0.19922166968660457 11:57.72448931490574 12:0.0 13:981.5625 14:1508.0118907024573 15:15.87782873771045 16:5856.0 17:-2.147483648E9 18:1.288048435321082 19:0.836537548006906 20:0.75 21:0.1272829574158052 22:-0.005431624262874912 23:0.04151446950561297 24:4.127489625525664 25:1.5701235169342238 26:5.342600705545872 27:18.571428571428573 28:-0.123809523809524 29:8.123441599068391 32:0.0
0 1:17.0 2:318.0 3:864.0 4:0.9986426216792709 5:2529.0 6:2672.0 7:21.9692967570653 8:70.0 9:7.0 10:0.2834481881357192 11:38.23414704161713 12:0.0 13:966.9375 14:1780.7058326686079 15:19.166016724743333 16:5250.0 17:-2.147483648E9 18:0.8895786975091124 19:0.7916596754976586 20:3.3333333333333335 21:0.03528671310014927 22:0.24574126124604656 23:0.21986977468221225 24:3.3276637836398777 25:1.298109176477576 26:3.0956578715997414 27:4.642857142857143 28:0.03537414965986412 29:5.235153388534667 32:0.0
0 1:13.0 2:332.0 3:752.0 4:0.9955092876097162 5:2581.0 6:2698.0 7:25.150456348652096 8:70.0 9:0.0 10:0.0940816798827352 11:54.54744945846912 12:0.0 13:1224.75 14:1740.3733729498183 15:21.516840530981508 16:6765.0 17:703.4226184016042 18:0.6083284047214725 19:0.5764211016839454 20:0.3939393939393939 21:0.026355079986680182 22:0.28982649842271296 23:0.033416755813883064 24:1.1621772491369777 25:0.9013297391427387 26:1.8168362917940146 27:3.342857142857143 28:-0.21873015873015875 29:2.8894161776283913 32:0.0
0 1:26.0 2:325.0 3:1319.0 4:0.996783852722635 5:2464.0 6:2698.0 7:22.017568742559504 8:70.0 9:7.0 10:-0.16233605648338098 11:57.73424749083801 12:0.0 13:1082.04 14:1812.9398886890876 15:17.6946103931981 16:15987.0 17:-2.147483648E9 18:1.0886802932235204 19:1.0288535808101507 20:0.2838871042581257 21:0.014310841329245542 22:0.3537957995285702 23:0.011232344288703344 24:2.6503520110648378 25:1.4546526769866877 26:3.0316469407972786 27:5.571428571428571 28:0.06448412698412702 29:4.6399598481143824 32:0.0
0 1:22.0 2:248.0 3:1032.0 4:0.7197207181533201 5:2477.0 6:2737.0 7:22.172806167315255 8:77.0 9:7.0 10:0.43981523632635056 11:66.48727053246465 12:0.0 13:1002.5714285714286 14:1684.8937524790272 15:15.051873606960005 16:5523.0 17:-2.147483648E9 18:1.1083382942986901 19:1.0930954801045996 20:0.0035587188612099642 21:0.06261960047545848 22:0.009198558583531124 23:-0.002953044080712424 24:2.307768967083849 25:1.321232266881868 26:4.377886616990598 27:16.714285714285715 28:-0.1300000000000001 29:6.92455747189962 32:0.0
0 1:34.0 2:332.0 3:1795.0 4:0.9975466508066315 5:2503.0 6:2711.0 7:22.592402852876603 8:77.0 9:7.0 10:0.02829859831628842 11:48.97925890650352 12:0.0 13:1222.8181818181818 14:1973.7564828035624 15:19.729938438965473 16:22131.0 17:-2.147483648E9 18:0.987453719953831 19:0.8987992995344274 20:0.494949494949495 21:0.029714494680905083 22:0.02853040210695073 23:0.014538593758393411 24:3.67806230638506 25:1.3022838511255244 26:1.9258423918101826 27:7.428571428571429 28:-0.005275974025974045 29:2.7685872490358188 32:0.0
0 1:20.0 2:255.0 3:969.0 4:0.9968833481745325 5:2451.0 6:2789.0 7:23.241045562332374 8:77.0 9:0.0 10:-0.004944868519478605 11:68.45829395840877 12:0.0 13:354.63157894736844 14:740.136865010363 15:4.990448051446869 16:3417.0 17:1552.1287648325467 18:0.6632488749315782 19:0.925772773104181 20:1.8571428571428572 21:0.0753952819335014 22:-0.06038584718267326 23:0.09898597640051977 24:1.539436522258472 25:0.8724539941253128 26:2.8639709409003875 27:4.642857142857143 28:-0.14565826330532203 29:4.505142917799245 32:0.0
0 1:17.0 2:297.0 3:955.0 4:0.996234772978959 5:2477.0 6:2711.0 7:25.027651374696216 8:77.0 9:7.0 10:-0.04676704751971695 11:65.42651730503975 12:0.0 13:846.5625 14:1616.6458679933585 15:11.939347822198812 16:1260.0 17:-2.147483648E9 18:1.1014548322628481 19:0.9716762127332367 20:0.13725490196078433 21:0.09021374079745581 22:0.11258602236371107 23:0.003136077410888564 24:3.7859884353870625 25:1.9048035868183997 26:2.2356669940812117 27:3.7142857142857144 28:-0.07074829931972787 29:3.2459124560808608 32:0.0
0 1:30.0 2:255.0 3:1487.0 4:0.8495305164319249 5:2490.0 6:2737.0 7:17.74143795439522 8:77.0 9:7.0 10:-0.05094198761499282 11:43.6581830338003 12:0.0 13:881.3793103448276 14:1638.267321065441 15:15.586696798776918 16:7851.0 17:-2.147483648E9 18:0.7728197164043122 19:0.7488737127496289 20:0.009100364014560582 21:0.03830571062564972 22:0.029186112750536175 23:-0.001043048093253191 24:1.5194803885754562 25:1.012864440536525 26:1.3831637518170898 27:5.107142857142857 28:-0.03316326530612248 29:1.8338639396263228 32:0.0
0 1:22.0 2:262.0 3:1221.0 4:0.9963677874636778 5:2438.0 6:2789.0 7:23.698804470549426 8:77.0 9:7.0 10:-0.16009553763825599 11:67.663065820213 12:0.0 13:1376.5714285714287 14:2082.993628685133 15:19.12889659378067 16:19341.0 17:-2.147483648E9 18:0.9017632458834708 19:0.7670331302492044 20:0.06666666666666667 21:0.04406269107986558 22:-0.0015878108308027133 23:0.0011301987793400302 24:3.423564020112154 25:1.4347291346347597 26:1.5988983313323228 27:4.642857142857143 28:-0.23214285714285707 29:1.897587617173272 32:0.0
0 1:23.0 2:283.0 3:1298.0 4:0.995759384325428 5:2568.0 6:2737.0 7:21.56561516803445 8:77.0 9:7.0 10:-0.49323533379381135 11:46.81750514368304 12:0.0 13:868.2272727272727 14:1448.2518503623332 15:13.475330846396375 16:9204.0 17:-2.147483648E9 18:1.0040700336526078 19:0.9365709432666557 20:0.691358024691358 21:0.08272660874786338 22:0.24559231605787213 23:0.02898244837826163 24:3.473600468039634 25:1.2988832478180108 26:3.041298270234746 27:9.285714285714286 28:-0.058956916099773195 29:4.674966366432769 32:0.0
0 1:35.0 2:241.0 3:1795.0 4:0.9965434469515122 5:2438.0 6:2698.0 7:20.187799213303286 8:77.0 9:7.0 10:-0.13260922080985788 11:55.09558215415757 12:0.0 13:918.9705882352941 14:1545.4878701188475 15:13.84945527249634 16:24144.0 17:-2.147483648E9 18:0.8068184650301056 19:0.7845990549355544 20:0.25925925925925924 21:0.03228730131010204 22:0.03598988856435348 23:0.0068779381196714525 24:2.71679530949708 25:1.2788858211109027 26:2.164904157064781 27:4.642857142857143 28:0.03376623376623375 29:3.4381192956317093 32:0.0
